Activiteits-ID,Datum van activiteit,Naam activiteit,Activiteitstype,Beweegtijd,Afstand,Max. hartslag,Gemiddelde snelheid,Max. snelheid,Totale stijging,Gemiddelde hartslag,Calorieën,Uitrusting voor activiteit
17114167039,"20 jan 2026, 11:55:58",Zwift - Recovery Spin on Suki's Playground in Makuri Islands,Virtuele fietsrit,2895,"23,41",145.0,"29,1","55,9",165.0,128.1,417.1,
17106931201,"19 jan 2026, 19:24:46",Zwift - Neon After Party in Makuri Islands,Virtuele fietsrit,2333,"23,00",188.0,"35,5","62,4",206.0,164.1,541.3,
17089515541,"18 jan 2026, 08:42:08",Ochtendloop,Hardloopsessie,7237,"21,10",189.0,"10,5","17,6",150.3,179.2,0.0,
17057192120,"15 jan 2026, 12:00:35",Middagloop,Hardloopsessie,2088,"6,38",189.0,"11,0","14,7",29.5,178.5,0.0,
17051210807,"14 jan 2026, 20:01:32",Padel,Padel,5077,"0,00",166.0,"0,0","0,0",0.0,129.1,0.0,
17045135820,"14 jan 2026, 11:03:51",Middagrit,Fietsrit,3369,"26,75",220.0,"28,6","45,1",192.0,183.7,482.7,
17036264210,"13 jan 2026, 17:12:48",Namiddagloop,Hardloopsessie,1628,"5,03",190.0,"11,1","15,3",29.9,178.8,0.0,
17022026395,"12 jan 2026, 12:50:41",Zwift - Southern Coast Cruise in Watopia,Virtuele fietsrit,2425,"24,07",194.0,"35,7","50,9",137.0,160.5,521.9,
17001422399,"10 jan 2026, 10:25:26",Ochtendwandeling,Wandeling,15165,"16,01",152.0,"3,8","11,4",186.4,117.5,0.0,
16977963482,"8 jan 2026, 11:32:11",Zwift - Watts of the Wild in Watopia,Virtuele fietsrit,4322,"42,19",191.0,"35,1","61,1",308.0,165.4,885.4,
16959690362,"6 jan 2026, 19:21:46",Zwift - INEOS Grenadiers Virtual Training Camp | The Cafe Ride on Scotland After Party in Scotland,Virtuele fietsrit,2140,"13,67",159.0,"23,0","50,8",189.0,133.1,282.2,
16944021484,"5 jan 2026, 12:15:21",Zwift - SST (Short) on Mayan 8 in Watopia,Virtuele fietsrit,3007,"25,84",177.0,"30,9","79,3",251.0,156.9,619.7,
16932106443,"4 jan 2026, 10:28:00",Zwift - Three Little Sisters in Watopia,Virtuele fietsrit,3845,"37,97",188.0,"35,6","64,7",434.0,169.0,885.3,
16913338588,"2 jan 2026, 15:34:23",Zwift - Mend on Scotland After Party in Scotland,Virtuele fietsrit,1994,"13,14",147.0,"23,7","47,2",169.0,129.0,250.6,
16901336065,"1 jan 2026, 10:21:08",Happy new year ☃️,Hardloopsessie,5079,"15,02",183.0,"10,6","20,4",131.8,168.7,0.0,
16876268645,"29 dec 2025, 17:30:15",Zwift - Group Ride: SYN Community Spin					 							 (C) on Leith Hill After Party in London,Virtuele fietsrit,4467,"42,27",188.0,"34,1","60,8",438.0,167.7,939.5,
16862481544,"28 dec 2025, 11:31:28",Middagloop,Hardloopsessie,1561,"5,11",191.0,"11,8","17,1",39.2,173.8,0.0,
16851089267,"27 dec 2025, 08:03:07",Ochtendwandeling,Wandeling,3058,"5,03",138.0,"5,9","31,4",49.3,109.7,0.0,
16843091678,"26 dec 2025, 11:31:51",Middagloop,Hardloopsessie,1681,"5,08",180.0,"10,9","15,1",38.2,171.8,0.0,
16836407560,"25 dec 2025, 11:45:48",Zwift - Richmond Loop Around in Richmond,Virtuele fietsrit,5411,"47,70",190.0,"31,7","67,8",575.0,166.2,1108.1,
16822643097,"23 dec 2025, 19:09:09",Zwift - Watts the Limit in New York,Virtuele fietsrit,1883,"17,87",179.0,"34,2","68,1",109.0,146.3,327.7,
16809977622,"22 dec 2025, 12:12:24",Zwift - Race: Stage 3: Fresh Outta '25: Hell of the North (C) on Hell of the North in France,Virtuele fietsrit,2049,"20,15",189.0,"35,4","51,0",240.0,165.0,489.9,
16801876755,"21 dec 2025, 11:58:46",Zwift - The Big Ring in Watopia,Virtuele fietsrit,4834,"49,01",184.0,"36,5","72,9",271.0,171.2,1113.5,
16785516014,"19 dec 2025, 15:48:00",Namiddagloop,Hardloopsessie,1737,"5,52",190.0,"11,4","19,4",32.3,177.8,0.0,
16770827099,"17 dec 2025, 20:01:32",Avondtraining,Padel,5496,"0,00",154.0,"0,0","0,0",0.0,120.4,0.0,
16735848583,"14 dec 2025, 00:14:02",Piste rijden voor de warmste week,Fietsrit,4796,"9,30",239.0,"7,0","36,4",20.9,177.2,379.9,
16683416935,"8 dec 2025, 12:24:36",Zwift - Countryside Tour in Makuri Islands,Virtuele fietsrit,1810,"14,23",177.0,"28,3","65,3",183.0,149.3,362.9,
16674371203,"7 dec 2025, 11:50:37",Middagloop,Hardloopsessie,2374,"7,01",181.0,"10,6","22,1",31.7,171.7,0.0,
16655546017,"5 dec 2025, 11:10:58",Middagloop,Hardloopsessie,1504,"5,01",191.0,"12,0","20,8",50.6,174.9,0.0,
16647371455,"4 dec 2025, 12:30:17",Zwift - 45min Riders Choice on Tick Tock in Watopia,Virtuele fietsrit,2723,"23,55",158.0,"31,1","52,7",65.0,139.9,363.1,
16641445520,"3 dec 2025, 19:39:34",Zwift - Loopin Lava in Watopia,Virtuele fietsrit,2051,"18,43",187.0,"32,3","63,6",212.0,148.3,396.2,
16617880570,"1 dec 2025, 12:22:51",Zwift - Flat Out Fast in Watopia,Virtuele fietsrit,2211,"22,05",178.0,"35,9","44,3",48.0,151.1,441.9,
16607385328,"30 nov 2025, 09:41:19",Ochtendloop,Hardloopsessie,4136,"12,61",187.0,"11,0","28,9",81.2,170.3,0.0,
16590759709,"28 nov 2025, 13:12:31",Zwift - Race: Stage 2: NYC Showdown: Prospect Park Loop (C) on Prospect Park Loop in New York,Virtuele fietsrit,1970,"22,07",192.0,"40,3","62,3",149.0,167.8,470.8,
16576012685,"26 nov 2025, 20:01:20",Padel,Padel,5794,"0,00",147.0,"0,0","0,0",0.0,122.4,0.0,
16571180153,"26 nov 2025, 12:21:34",Zwift - Zwift Camp: Inside Out | The Endurance Groove [Lite] on Flat Out Fast in Watopia,Virtuele fietsrit,1968,"19,26",178.0,"35,2","45,2",42.0,149.5,390.4,
16561160576,"25 nov 2025, 12:06:36",Middagloop,Hardloopsessie,3483,"10,52",187.0,"10,9","16,1",60.4,177.0,0.0,
16543349031,"23 nov 2025, 13:17:12",Zwift - Recovery Spin on The Highline in New York,Virtuele fietsrit,2891,"19,13",150.0,"23,8","72,2",336.0,135.4,454.7,
16536653779,"22 nov 2025, 19:42:40",Zwift - Race: Zwift Crit Racing Club - Double Span Spin (C) on Double Span Spin in New York,Virtuele fietsrit,1928,"20,09",,"37,5","72,1",205.0,,472.2,
16523008808,"21 nov 2025, 11:49:03",Middagloop,Hardloopsessie,2680,"8,14",193.0,"10,9","17,6",60.4,181.2,0.0,
16498006476,"18 nov 2025, 20:08:12",Zwift - Le Col - Training With Legends - Dame Sarah Storey - 8.5 Minutes Of Pain on London Loop in London,Virtuele fietsrit,1596,"10,18",176.0,"23,0","59,9",212.0,147.9,297.6,
16474879238,"16 nov 2025, 12:01:36",Zwift - Eastern Eight in Watopia,Virtuele fietsrit,4815,"46,87",88.0,"35,0","57,0",380.0,88.0,974.7,
16468098121,"15 nov 2025, 19:12:16",Zwift - Race: Stage 1 - Zwift Unlocked - Race on Dùn Dash in Scotland,Virtuele fietsrit,1217,"12,57",196.0,"37,2","55,9",138.0,174.9,315.6,
16465386600,"15 nov 2025, 14:40:01",Namiddagrit,Fietsrit,1228,"3,24",117.0,"9,5","36,4",2.1,88.3,0.0,
16447423347,"13 nov 2025, 17:30:48",Zwift - Chain Chomper in Makuri Islands,Virtuele fietsrit,1658,"13,97",192.0,"30,3","58,7",183.0,160.4,355.8,
16434395849,"12 nov 2025, 12:25:18",Zwift - The Double Borough in New York,Virtuele fietsrit,1810,"19,21",184.0,"38,2","66,6",156.0,161.5,459.4,
16423463806,"11 nov 2025, 11:56:00",Zwift - Green to Screen in New York,Virtuele fietsrit,3614,"33,16",177.0,"33,0","68,5",241.0,146.4,631.6,
16412685920,"10 nov 2025, 11:50:43",Zwift - Cucumber on Coast Crusher in Watopia,Virtuele fietsrit,1118,"9,29",175.0,"29,9","49,0",37.0,125.6,158.7,
16372629682,"6 nov 2025, 11:35:02",Middagrit,Fietsrit,3610,"30,04",196.0,"30,0","56,2",256.0,173.6,0.0,
16362707156,"5 nov 2025, 13:06:42",Namiddagrit,Fietsrit,2050,"15,75",212.0,"27,7","45,6",137.0,175.7,0.0,
16362707117,"5 nov 2025, 12:32:25",Middagrit,Fietsrit,1887,"13,82",213.0,"26,4","48,5",118.0,177.2,0.0,
16340522044,"3 nov 2025, 12:37:52",Middagloop,Hardloopsessie,1485,"4,54",182.0,"11,0","18,2",20.3,171.0,0.0,
16330650670,"2 nov 2025, 11:43:24",Zwift - Tair Dringfa Fechan in Watopia,Virtuele fietsrit,3611,"34,52",192.0,"34,4","69,8",386.0,166.2,830.8,
16324371791,"1 nov 2025, 19:07:52",Zwift - FTP Ramp Test on Oh Hill No in Watopia,Virtuele fietsrit,1316,"3,16",187.0,"8,6","35,3",263.0,147.9,234.2,
16324197625,"1 nov 2025, 18:55:57",Zwift - Mend on Knickerbocker in New York,Virtuele fietsrit,541,"3,73",,"24,8","64,9",41.0,,64.9,
16310423683,"31 okt 2025, 11:34:47",Middagloop,Hardloopsessie,892,"3,01",189.0,"12,1","17,5",27.2,177.7,0.0,
16305170167,"30 okt 2025, 19:35:39",Avondloop,Hardloopsessie,1646,"5,01",186.0,"11,0","26,8",21.2,169.3,0.0,
16301308157,"30 okt 2025, 12:13:20",Middagwandeling,Wandeling,1868,"3,21",143.0,"6,2","45,1",31.5,115.2,0.0,
16289479868,"29 okt 2025, 08:32:21",Zwift - Kristin Armstrong | Race Ready on Loopin Lava in Watopia,Virtuele fietsrit,1902,"15,37",178.0,"29,1","59,3",203.0,157.9,374.4,
16270504358,"27 okt 2025, 12:25:16",Zwift - Race: SAZ speed race on Ocean Lava Cliffside Loop in Watopia,Virtuele fietsrit,1845,"19,37",195.0,"37,8","71,4",145.8,178.8,463.9,
16265572549,"26 okt 2025, 19:16:30",Zwift - Strength Endurance + REV for :15 seconds on Croissant in France,Virtuele fietsrit,2595,"23,24",171.0,"32,2","49,8",129.0,145.0,452.5,
16254294992,"25 okt 2025, 19:31:27",Zwift - Dùn Dash in Scotland,Virtuele fietsrit,1514,"14,53",189.0,"34,6","56,8",148.0,158.9,311.9,
16239842778,"24 okt 2025, 09:29:29",Ochtendwandeling,Wandeling,7635,"11,65",137.0,"5,5","12,2",94.8,108.2,0.0,
16221829733,"22 okt 2025, 14:23:42",Zwift - Libby Hill After Party in Richmond,Virtuele fietsrit,3539,"35,46",193.0,"36,1","63,3",193.0,164.2,768.5,
16190482782,"19 okt 2025, 12:44:42",Met papa,Fietsrit,4047,"28,34",,"25,2","47,4",240.0,,0.0,
16182732403,"18 okt 2025, 17:42:26",Zwift - Easy Hour on Triple Twist in Watopia,Virtuele fietsrit,3608,"27,95",147.0,"27,9","64,4",249.0,133.2,520.3,
16176797168,"18 okt 2025, 09:50:13",Ochtendloop,Hardloopsessie,750,"2,33",186.0,"11,2","17,7",14.4,176.4,0.0,
16168601542,"17 okt 2025, 12:03:28",Middagwandeling,Wandeling,1688,"3,01",128.0,"6,4","16,2",27.2,111.5,0.0,
16158096720,"16 okt 2025, 12:12:29",Zwift - Race: Stage 2 - Zwift Unlocked - Race (C) on Electric Break in Makuri Islands,Virtuele fietsrit,1906,"19,67",195.0,"37,1","62,9",204.0,180.3,464.5,
16135776688,"14 okt 2025, 11:44:34",Zwift - Zone 2 #1 on Three Musketeers in France,Virtuele fietsrit,2111,"17,87",156.0,"30,5","48,0",111.0,137.0,338.2,
16129796215,"13 okt 2025, 19:32:26",Zwift - Sand And Sequoias in Watopia,Virtuele fietsrit,2208,"22,80",,"37,2","58,1",181.0,,503.9,
16114157553,"12 okt 2025, 08:45:35",Ritje met de spurtbommen,Fietsrit,9074,"65,14",216.0,"25,8","53,0",666.0,167.6,0.0,
16094454173,"10 okt 2025, 12:37:29",Zwift - Greatest London Flat in London,Virtuele fietsrit,2575,"24,17",186.0,"33,8","56,4",168.0,158.8,521.7,
16083211037,"9 okt 2025, 11:03:52",Zwift - Volcano Flat in Watopia,Virtuele fietsrit,1492,"13,20",162.0,"31,8","49,0",50.0,133.4,235.3,
16080821238,"8 okt 2025, 20:01:18",Avondtraining,Padel,6677,"0,00",168.0,"0,0","0,0",0.0,131.0,0.0,
16050548860,"6 okt 2025, 13:01:25",Namiddagloop,Hardloopsessie,988,"3,01",177.0,"11,0","16,1",9.7,166.4,0.0,
16039856153,"5 okt 2025, 12:24:53",Middagloop,Hardloopsessie,1500,"5,01",190.0,"12,0","38,7",32.6,177.1,0.0,
16032432723,"4 okt 2025, 17:30:24",Zwift - Race: T-VGN Tornado (C) on Figure 8 in Watopia,Virtuele fietsrit,2882,"29,96",211.0,"37,4","67,8",253.0,168.9,677.0,
16012289353,"2 okt 2025, 19:29:01",Zwift - Loop de Loop in Watopia,Virtuele fietsrit,1292,"12,56",204.0,"35,0","64,9",144.0,160.8,289.4,
16007535825,"2 okt 2025, 11:40:04",Zwift - Volcano Flat in Watopia,Virtuele fietsrit,1571,"13,06",151.0,"29,9","42,6",50.0,132.4,213.4,
16002740599,"1 okt 2025, 20:01:11",Avondtraining,Padel,5502,"0,00",154.0,"0,0","0,0",0.0,126.5,0.0,
16000602792,"1 okt 2025, 18:34:40",Zwift - Alpha on Volcano Circuit in Watopia,Virtuele fietsrit,1810,"15,67",179.0,"31,2","49,0",80.0,144.7,282.3,
15989768000,"30 sep 2025, 19:20:17",Zwift - Race: WKG - CRITTY CRITTY BANG BANG (C) on Downtown Dolphin in Crit City,Virtuele fietsrit,2516,"27,33",199.0,"39,1","50,7",228.0,182.2,610.0,
15977264338,"29 sep 2025, 18:05:38",Zwift - Red Zone Repeats in Makuri Islands,Virtuele fietsrit,2459,"21,35",189.0,"31,3","55,3",94.0,141.8,386.3,
15961171616,"28 sep 2025, 07:55:15",Ochtendrit,Fietsrit,8823,"67,43",189.0,"27,5","51,7",637.0,160.2,0.0,
15983335447,"25 sep 2025, 11:53:52",Middagloop,Hardloopsessie,704,"1,93",183.0,"9,9","17,1",14.5,155.9,0.0,
15901208367,"22 sep 2025, 19:31:42",Avondloop,Hardloopsessie,909,"2,72",177.0,"10,8","16,5",23.7,166.5,0.0,
15867153665,"19 sep 2025, 16:59:53",Namiddagrit,Fietsrit,6737,"50,73",212.0,"27,1","58,4",465.0,169.3,0.0,
15851922025,"18 sep 2025, 11:28:12",Gooikse Pijl eens verkennen,Fietsrit,2775,"23,34",204.0,"30,3","50,3",240.0,171.7,0.0,
15846154418,"17 sep 2025, 20:03:16",Zwift - Race: ZwiftNL Race Day (D) on Danger Noodle in Watopia,Virtuele fietsrit,3222,"32,45",199.0,"36,3","58,0",413.0,173.7,711.6,
15817934789,"15 sep 2025, 12:42:57",Zwift - Island Hopper in Makuri Islands,Virtuele fietsrit,1941,"17,99",185.0,"33,4","56,8",131.0,160.8,413.4,
15806565004,"14 sep 2025, 09:12:50",Ochtendrit,Fietsrit,10651,"82,18",185.0,"27,8","61,3",628.0,160.2,0.0,
15738594702,"8 sep 2025, 12:24:57",Middagrit,Fietsrit,2714,"22,60",,"30,0","49,3",200.0,,0.0,
15727440504,"7 sep 2025, 07:54:09",70km met de spurtbommen 🚴🚴🚴,Fietsrit,14990,"104,09",189.0,"25,0","53,7",1099.0,154.1,0.0,
15704136135,"5 sep 2025, 12:13:16",Zwift - Race: Stage 1: Rolling With ENVE: Two Bridges Loop (D) on Two Bridges Loop in Watopia,Virtuele fietsrit,2167,"22,10",195.0,"36,7","65,9",246.0,169.8,478.5,
15662728459,"1 sep 2025, 19:47:23",Zwift - Big Flat 8 in Watopia,Virtuele fietsrit,3067,"29,42",215.0,"34,5","52,8",103.0,158.6,558.0,
15656816723,"1 sep 2025, 10:49:23",Ochtendloop,Hardloopsessie,1649,"5,02",181.0,"11,0","20,4",32.5,167.0,0.0,
15647551852,"31 aug 2025, 12:48:15",Zwift - Race: EVO CC Race Series (D) on Bon Voyage in France,Virtuele fietsrit,3032,"32,03",219.0,"38,0","51,8",156.0,177.0,654.9,
15635520069,"30 aug 2025, 12:12:29",Zwift - Race: Stage 4: Kick 'N' Sprint: Rolling Highlands (C) on Rolling Highlands in Scotland,Virtuele fietsrit,2250,"23,93",212.0,"38,3","59,3",183.0,168.0,472.9,
15627220621,"29 aug 2025, 16:13:17",Zwift - Race: Stage 4: Kick 'N' Sprint: Rolling Highlands (D) on Rolling Highlands in Scotland,Virtuele fietsrit,2221,"23,75",201.0,"38,5","56,9",183.0,175.9,492.1,
15626791494,"29 aug 2025, 15:30:04",Zwift - Whole Lotta Lava in Watopia,Virtuele fietsrit,1958,"15,96",179.0,"29,3","55,8",178.0,140.3,325.0,
15602932374,"27 aug 2025, 12:22:14",Middagloop,Hardloopsessie,1624,"5,06",186.0,"11,2","24,0",37.1,174.3,0.0,
15582610633,"25 aug 2025, 17:34:02",Namiddagrit,Fietsrit,3606,"30,02",187.0,"30,0","53,9",236.6,171.9,0.0,
15566443580,"24 aug 2025, 06:36:31",Ochtendrit,Fietsrit,14638,"110,15",186.0,"27,1","53,4",947.0,154.3,0.0,
15547540156,"22 aug 2025, 15:03:28",Padel,Padel,5490,"0,00",177.0,"0,0","0,0",0.0,141.9,0.0,
15534611450,"21 aug 2025, 12:05:19",Middagrit,Fietsrit,4207,"31,19",197.0,"26,7","55,9",336.0,154.7,0.0,
15527961119,"20 aug 2025, 20:21:03",Avondloop met Yarni,Hardloopsessie,1045,"3,01",173.0,"10,4","12,3",28.0,160.6,0.0,
15510416303,"19 aug 2025, 12:03:32",Middagloop,Hardloopsessie,1496,"5,00",197.0,"12,0","15,4",30.4,184.5,0.0,
15486361201,"17 aug 2025, 09:16:27",Ochtendrit,Fietsrit,3829,"30,05",196.0,"28,3","54,4",231.0,164.1,0.0,
15465618226,"15 aug 2025, 10:44:45",Ochtendloop,Hardloopsessie,5377,"15,03",191.0,"10,1","19,8",116.4,181.7,0.0,
15455033213,"14 aug 2025, 12:10:09",Middagzwemsessie,Zwemmen,321,"0,19",154.0,"2,1","9,9",0.0,129.3,0.0,
15449045849,"13 aug 2025, 20:03:25",Avondtraining,Padel,7671,"0,00",162.0,"0,0","0,0",0.0,133.3,0.0,
15423903832,"11 aug 2025, 18:22:36",Padel,Padel,6027,"0,00",169.0,"0,0","0,0",0.0,141.5,0.0,
15388189919,"8 aug 2025, 13:15:19",🌬️🌬️🚴,Fietsrit,8871,"70,16",218.0,"28,5","45,9",410.0,174.9,0.0,
15355420680,"5 aug 2025, 19:12:23",Zwift - Race: Stage 1: Kick 'N' Sprint: Innsbruckring (C) on Innsbruckring in Innsbruck,Virtuele fietsrit,1630,"18,10",187.0,"40,0","68,5",154.0,172.8,398.5,
15326964054,"3 aug 2025, 09:11:23",Ochtendloop,Hardloopsessie,4524,"13,02",187.0,"10,4","15,9",111.4,176.7,0.0,
15311081460,"1 aug 2025, 19:43:13",Zwift - Race: Zwift Crit Racing Club - Bell Lap (D) on The Bell Lap in Crit City,Virtuele fietsrit,1859,"20,02",192.0,"38,8","56,0",163.0,167.9,433.4,
15295785741,"31 jul 2025, 11:59:39",Middagloop,Hardloopsessie,1660,"5,02",187.0,"10,9","15,2",35.3,178.6,0.0,
15290401450,"30 jul 2025, 20:02:09",Avondtraining,Padel,5252,"0,00",149.0,"0,0","0,0",0.0,119.7,0.0,
15265930750,"28 jul 2025, 19:13:14",Zwift - Race: Stage 5: Allez Allez Allez!: Hell of the North (D) on Hell of the North in France,Virtuele fietsrit,2117,"20,15",188.0,"34,3","51,3",241.0,165.4,477.4,
15251927068,"27 jul 2025, 13:02:20",Zwift - Race: HerD Beginner Races (C) on Tick Tock in Watopia,Virtuele fietsrit,1877,"19,47",185.0,"37,4","56,6",59.0,168.8,436.1,
15245172958,"26 jul 2025, 19:53:04",Zwift - FTP Ramp Test on Knickerbocker in New York,Virtuele fietsrit,1666,"9,15",182.0,"19,8","60,5",160.0,137.3,233.6,
15242386914,"26 jul 2025, 15:23:33",Maisdoolhof,Wandeling,1204,"0,99",120.0,"3,0","9,1",5.6,96.8,0.0,
15233049759,"25 jul 2025, 17:14:47",Namiddagloop,Hardloopsessie,3352,"10,02",186.0,"10,8","16,8",63.7,174.9,0.0,
15213716096,"23 jul 2025, 20:00:49",Padel,Padel,5501,"0,00",162.0,"0,0","0,0",0.0,133.2,0.0,
