Activiteits-ID,Datum van activiteit,Naam activiteit,Activiteitstype,Beweegtijd,Afstand,Max. hartslag,Gemiddelde snelheid,Max. snelheid,Totale stijging,Gemiddelde hartslag,Calorie√´n,Uitrusting voor activiteit
6472089497,"4 jan 2022, 16:40:13",Zwift - Road to ruins ⛰⛰,Virtuele fietsrit,4244,"30,34",186.0,"25,7","70,2",276.0,159.3,739.8,
6467714369,"3 jan 2022, 19:15:19",Zwift - Forte Race Series (D),Virtuele fietsrit,2250,"21,77",204.0,"34,8","54,8",176.0,193.0,492.3,
6467502961,"3 jan 2022, 18:51:55",Zwift - Watopia,Virtuele fietsrit,1068,"7,55",182.0,"25,4","44,2",33.0,144.6,127.6,
6451347885,"31 dec 2021, 13:43:40",Zwift - Makuri Islands,Virtuele fietsrit,4073,"30,13",196.0,"26,6","60,5",313.0,171.6,703.8,
6390381591,"16 dec 2021, 12:04:39",Zwift - Fondo - Step-Down Intervals,Virtuele fietsrit,3022,"24,05",194.0,"28,7","64,4",198.0,172.3,488.2,
6379543227,"13 dec 2021, 18:13:45",Zwift - Fondo - Low-Cadence Intervals,Virtuele fietsrit,3014,"35,44",194.0,"42,3","48,2",195.0,151.8,454.7,
6366684601,"10 dec 2021, 15:31:11",Zwift - Fondo - Long Tempo,Virtuele fietsrit,3022,"23,76",176.0,"28,3","48,4",131.0,156.0,461.4,
6362029150,"9 dec 2021, 11:32:50",ZHR Masters TT Series (E),Virtuele fietsrit,1695,"16,35",202.0,"34,7","40,8",25.0,191.8,357.1,
6359227971,"8 dec 2021, 15:54:47",Fondo - Long Tempo,Virtuele fietsrit,5110,"43,79",185.0,"30,8","57,8",313.0,159.3,758.9,
6351393101,"6 dec 2021, 18:20:07",Fondo - Make A Break For It,Virtuele fietsrit,3003,"19,51",194.0,"23,4","68,3",286.0,169.9,472.3,
6346266616,"5 dec 2021, 12:49:51",Volcano Climb,Virtuele fietsrit,2833,"23,84",206.0,"30,3","56,8",203.0,185.6,530.3,
6337985385,"3 dec 2021, 13:35:45",Fondo - The Long Ride,Virtuele fietsrit,3934,"26,20",190.0,"24,0","62,0",308.0,156.6,551.2,
6331136545,"1 dec 2021, 19:35:07",Fondo - Welcome Workout,Virtuele fietsrit,2784,"21,69",196.0,"28,1","40,9",107.0,166.9,358.4,
6322736195,"29 nov 2021, 19:40:17",Fondo - Introductory Intervals,Virtuele fietsrit,3304,"25,11",184.0,"27,4","41,5",86.0,152.5,450.2,
6312803012,"27 nov 2021, 12:49:40",Ramp Test,Virtuele fietsrit,1526,"5,73",204.0,"13,5","37,8",144.0,155.1,188.5,
6309717627,"26 nov 2021, 16:47:27",Watopia,Virtuele fietsrit,1089,"7,11",197.0,"23,5","47,6",36.0,160.8,156.6,
6309580172,"26 nov 2021, 16:12:42",Watopia,Virtuele fietsrit,752,"4,99",169.0,"23,9","39,1",13.0,129.6,76.5,
6301101945,"24 nov 2021, 13:38:05",Watopia,Virtuele fietsrit,4311,"30,02",198.0,"25,1","64,4",254.0,169.8,555.6,
6001877910,"22 sep 2021, 16:31:18",Middagloop,Hardloopsessie,45,"0,11",128.0,"8,8","7,2",0.0,108.7,0.0,
5946720384,"12 sep 2021, 09:54:49",Met papa en Yarni,Fietsrit,4917,"30,51",201.0,"22,3","47,5",260.0,148.0,0.0,
5906137047,"4 sep 2021, 09:54:53","12 uur van Zolder. Met Yarni, Kristof, Mo, Bjarne en Jimmy",Fietsrit,15983,"133,34",200.0,"30,0","52,9",715.0,175.3,0.0,
5902006830,"4 sep 2021, 09:26:56",Ochtendrit,Fietsrit,513,"3,91",187.0,"27,5","39,2",24.0,161.4,0.0,
5901925420,"4 sep 2021, 09:01:29",Verkenning circuit,Fietsrit,599,"4,06",173.0,"24,4","37,1",21.0,147.2,0.0,
5851250721,"25 aug 2021, 15:33:00",Middagloop,Hardloopsessie,2939,"7,13",,"8,7","22,0",51.0,,0.0,
5785227583,"13 aug 2021, 11:16:02",Valleitjesroute met Yarni ,Fietsrit,5086,"32,21",199.0,"22,8","48,6",356.0,153.0,0.0,
5780467586,"12 aug 2021, 13:02:39",Ritje met Lore 🚴🏼‍♂️🚴🏻‍♀️,Fietsrit,4125,"23,71",198.0,"20,7","55,8",206.0,149.7,0.0,
5749340836,"6 aug 2021, 17:25:39",Tof ritje met Yarni en Mo💨 🚴🏼‍♂️,Fietsrit,8875,"62,03",198.0,"25,2","56,9",482.0,160.4,0.0,
5716833661,"31 jul 2021, 13:33:55",Middagwandeling,Wandeling,9834,"11,78",,"4,3","52,2",12.5,,0.0,
5701757521,"28 jul 2021, 18:45:01",Avondwandeling,Wandeling,2426,"2,94",,"4,4","28,4",48.0,,0.0,
5700921018,"28 jul 2021, 15:50:19",Middagwandeling,Wandeling,2689,"3,51",,"4,7","9,4",8.2,,0.0,
5675441817,"23 jul 2021, 18:44:35",Eerste 22km met papa en Yarni,Fietsrit,7258,"45,04",197.0,"22,3","46,1",444.0,148.3,0.0,
5662314567,"21 jul 2021, 07:08:56",Ochtendrit,Fietsrit,15156,"101,28",197.0,"24,1","45,7",367.0,155.9,0.0,
5640722287,"17 jul 2021, 12:37:53",Michiel tegengekomen ,Fietsrit,762,"2,23",,"10,5","12,2",30.0,,0.0,
5640642919,"17 jul 2021, 10:04:25",Ritje met Kristof. #nattevoeten,Fietsrit,7698,"55,19",,"25,8","45,7",387.0,,0.0,
5619765341,"13 jul 2021, 11:43:41",Middagrit,Fietsrit,2127,"15,62",204.0,"26,4","42,8",140.0,181.5,0.0,
5603948073,"10 jul 2021, 09:20:43",Ochtendrit,Fietsrit,11788,"73,77",,"22,5","51,8",567.5,,0.0,
5602945869,"10 jul 2021, 08:57:17",Ochtendrit,Fietsrit,532,"3,26",,"22,1","32,0",0.0,,0.0,
5537297547,"27 jun 2021, 11:14:12",Solo km’s maken 💨🚴🏻,Fietsrit,9518,"61,10",,"23,1","50,4",509.5,,0.0,
5422133646,"6 jun 2021, 10:19:11",Ritje met Kristof 🚴🏻🚴🏼‍♂️,Fietsrit,5228,"33,44",,"23,0","55,4",300.2,,0.0,
5382617712,"30 mei 2021, 10:23:35",Ochtendrit,Fietsrit,5999,"37,88",,"22,7","45,7",339.4,,0.0,
5382151755,"25 mei 2021, 07:49:39",Ochtendrit,Fietsrit,570,"3,41",163.0,"21,6","31,0",0.0,145.4,0.0,
5207764680,"28 apr 2021, 16:12:19",Middagwandeling,Wandeling,3393,"3,54",,"3,8","11,9",30.5,,0.0,
5166012070,"21 apr 2021, 13:36:13",🍦wandeling met ons klein en Lou❤️,Wandeling,3089,"3,67",,"4,3","22,0",40.3,,0.0,
4945551395,"14 mrt 2021, 13:32:25",Zondagswandeling met Lore 🏞,Wandeling,2764,"3,25",,"4,2","7,9",29.4,,0.0,
4895357765,"5 mrt 2021, 16:10:07",Rustig kilometers maken met Yarni ,Fietsrit,7621,"45,00",198.0,"21,3","41,8",382.4,164.0,0.0,
4864484751,"28 feb 2021, 10:38:17",Rustig ritje,Fietsrit,6598,"37,00",196.0,"20,2","43,6",368.8,157.2,0.0,
4837779572,"23 feb 2021, 15:45:05",Middagrit,Fietsrit,7406,"46,58",,"22,6","53,6",261.0,,0.0,
4823511609,"21 feb 2021, 10:13:09",Eerste rit van het jaar ,Fietsrit,9001,"56,42",205.0,"22,6","50,4",550.0,174.8,0.0,
4483628306,"17 dec 2020, 15:31:48",Watopia,Virtuele fietsrit,5183,"43,70",195.0,"30,4","65,5",334.0,139.0,931.3,
4475257984,"15 dec 2020, 15:00:18",Zwift Time Trial Tuesday: Tempus Fugit (E),Virtuele fietsrit,1943,"17,93",176.0,"33,2","41,4",27.0,157.6,423.0,
4471381842,"14 dec 2020, 14:37:12","eerste test met Tacx, snelheid klopt precies nog niet.. ",Virtuele fietsrit,3222,"31,58",195.0,"35,3","57,6",187.0,161.2,632.7,
4402586802,"28 nov 2020, 13:23:22",Middagwandeling,Wandeling,5825,"7,34",127.0,"4,5","6,1",64.7,105.4,0.0,
4368573214,"21 nov 2020, 10:36:11",Ochtendrit,Fietsrit,6075,"39,62",201.0,"23,5","44,3",347.1,172.3,0.0,
4355811938,"18 nov 2020, 14:43:53",Middagrit,Fietsrit,3396,"22,91",184.0,"24,3","42,8",216.8,155.0,0.0,
4355461246,"12 nov 2020, 15:01:26",Middagloop,Hardloopsessie,1684,"4,21",195.0,"9,0","14,4",26.6,168.0,0.0,
4321788593,"11 nov 2020, 10:03:14",Ochtendrit,Fietsrit,9137,"58,37",202.0,"23,0","58,3",525.9,171.3,0.0,
4308068028,"8 nov 2020, 14:14:03",Middagwandeling,Wandeling,2185,"1,90",134.0,"3,1","5,8",19.4,103.6,0.0,
4285746315,"4 nov 2020, 15:32:00",Veel veldwegjes met Yarni,Fietsrit,5633,"33,32",,"21,3","41,0",344.7,,0.0,
4229624625,"22 okt 2020, 16:17:05",Eerste valpartij 🤕,Fietsrit,7597,"47,25",,"22,4","48,2",413.9,,0.0,
4209977792,"18 okt 2020, 08:46:07",Ochtendrit,Fietsrit,8751,"55,35",,"22,8","52,6",490.2,,0.0,
4145818086,"3 okt 2020, 16:07:28",Middagrit,Fietsrit,2977,"20,85",,"25,2","54,0",199.2,,0.0,
3949249651,"22 aug 2020, 06:28:38",Ochtendrit,Fietsrit,24553,"139,78",180.0,"20,5","46,1",668.0,143.7,0.0,
3936368482,"19 aug 2020, 17:18:26",Middagrit,Fietsrit,2098,"14,66",199.0,"25,2","43,6",138.5,165.9,0.0,
3903388067,"12 aug 2020, 17:59:20",Heel veel last aan de spieren 🤕,Fietsrit,4994,"32,34",193.0,"23,3","41,4",246.3,157.4,0.0,
3877371992,"7 aug 2020, 08:15:16",Leeuw van Waterloo 🦁🥵🥵,Fietsrit,12978,"77,78",202.0,"21,6","62,6",829.2,160.7,0.0,
3864557626,"4 aug 2020, 18:03:00",Avondrit,Fietsrit,8766,"60,96",200.0,"25,0","52,6",430.4,163.5,0.0,
3847306915,"1 aug 2020, 10:15:11",Tof ritje met Kristof en Bjarne 🚴🏼‍♂️🚴🏻🚴🏼‍♂️,Fietsrit,7991,"53,75",205.0,"24,2","52,9",505.9,172.0,0.0,
3834918436,"29 jul 2020, 19:47:07",Avondrit,Fietsrit,6690,"44,27",195.0,"23,8","52,6",408.9,163.9,0.0,
3810659262,"25 jul 2020, 10:34:47",Ochtendrit,Fietsrit,8277,"54,38",192.0,"23,7","43,6",485.7,154.5,0.0,
3790972366,"20 jul 2020, 17:59:45",Middagrit,Fietsrit,486,"3,46",170.0,"25,6","39,2",3.1,147.4,0.0,
3791942905,"20 jul 2020, 17:59:01",Ontspannen ritje met papa en Kristof,Fietsrit,8469,"52,33",,"22,2","54,7",468.7,,0.0,
3771076456,"16 jul 2020, 16:23:07",Middagloop,Hardloopsessie,1443,"3,88",,"9,7","14,0",30.9,,0.0,
3753170099,"12 jul 2020, 17:29:48",avondrit,Fietsrit,6683,"46,05",,"24,8","50,8",395.5,,0.0,
3733483237,"8 jul 2020, 21:29:31",Nachtloop,Hardloopsessie,1033,"2,99",196.0,"10,4","12,2",28.8,184.8,0.0,
3702017320,"2 jul 2020, 12:46:17",Middagloop,Hardloopsessie,1519,"3,49",189.0,"8,3","11,2",20.1,168.7,0.0,
3659695117,"23 jun 2020, 18:07:15",Naar de bib en terug 📚🚴🏼‍♂️,Fietsrit,3580,"27,01",196.0,"27,2","50,4",211.7,181.7,0.0,
3647644171,"21 jun 2020, 10:09:12",Ochtendrit,Fietsrit,6307,"40,99",197.0,"23,4","46,8",379.5,160.1,0.0,
3625380323,"16 jun 2020, 19:03:09",Avondrit,Fietsrit,6558,"47,29",204.0,"26,0","48,2",389.8,181.2,0.0,
3624473117,"16 jun 2020, 19:01:29",Avondrit,Fietsrit,126,"0,91",,"26,1","36,7",0.0,,0.0,
3613347579,"14 jun 2020, 13:42:12",Korte zondagsrit,Fietsrit,4844,"34,70",,"25,8","49,3",255.5,,0.0,
3588223713,"9 jun 2020, 16:30:44",Eerste rit na overbelasting 🚴🏼‍♂️🚴🏻,Fietsrit,3549,"26,42",199.0,"26,8","49,3",230.1,179.7,0.0,
3461564277,"16 mei 2020, 12:05:42",Middagrit,Fietsrit,2077,"12,52",167.0,"21,7","33,8",76.3,130.5,0.0,
3425487804,"9 mei 2020, 13:29:41",Bedankt Tim voor de bevoorrading onderweg 😅 ,Fietsrit,14867,"101,27",197.0,"24,5","56,9",759.4,167.6,0.0,
3403176385,"5 mei 2020, 16:30:36",Middagrit 💨💨,Fietsrit,7159,"51,42",204.0,"25,9","47,2",412.0,171.4,0.0,
3390564236,"3 mei 2020, 09:38:27",Laatste 35km solo,Fietsrit,11998,"81,70",196.0,"24,5","53,6",596.7,164.1,0.0,
3379734351,"1 mei 2020, 13:39:26",💨🚴🏼‍♂️🚴🏻🚴🏼‍♂️,Fietsrit,5626,"33,38",197.0,"21,4","42,1",305.1,159.0,0.0,
3362738714,"27 apr 2020, 17:29:17",Rit met Kristof 🚴🏻🚴🏼‍♂️,Fietsrit,8984,"62,08",,"24,9","48,6",422.3,,0.0,
3354971583,"26 apr 2020, 09:30:17",Losrijden ,Fietsrit,6572,"40,90",193.0,"22,4","46,4",285.9,146.9,0.0,
3354959602,"26 apr 2020, 08:59:29",Ochtendrit,Fietsrit,702,"4,56",178.0,"23,4","37,1",33.2,153.7,0.0,
3346195160,"24 apr 2020, 15:35:26",Band ontploft 💣,Fietsrit,6483,"43,10",181.0,"23,9","45,4",375.0,160.0,0.0,
3337467202,"22 apr 2020, 17:35:12","Bosberg op, en terug af 😅",Fietsrit,7586,"53,67",212.0,"25,5","66,6",425.4,142.8,0.0,
3327349106,"20 apr 2020, 18:10:27",30km met Kristof en tegen de wind 💨💨🚴🏻🚴🏼‍♂️,Fietsrit,6171,"40,97",200.0,"23,9","47,2",356.3,171.6,0.0,
3312332659,"17 apr 2020, 15:45:33",Middagrit,Fietsrit,9204,"62,75",192.0,"24,5","48,6",568.0,169.5,0.0,
3308421704,"16 apr 2020, 18:59:44",Avondrit,Fietsrit,2926,"19,93",193.0,"24,5","47,5",241.6,177.0,0.0,
3308421793,"16 apr 2020, 17:29:11",Middagrit met papa,Fietsrit,4203,"23,95",187.0,"20,5","43,9",224.2,149.5,0.0,
3298648217,"14 apr 2020, 17:06:21",Losrijden met Wesley🚴🏼‍♂️🚴🏼‍♂️,Fietsrit,6444,"34,12",180.0,"19,1","45,0",320.0,138.4,0.0,
3293514806,"13 apr 2020, 14:07:19",💨💨🚴🏻,Fietsrit,5990,"40,61",194.0,"24,4","46,1",374.4,171.5,0.0,
3288333577,"12 apr 2020, 12:36:12",Middagrit,Fietsrit,496,"2,82",181.0,"20,4","28,4",46.9,144.5,0.0,
3287981378,"12 apr 2020, 11:28:52",Middagrit,Fietsrit,469,"3,02",142.0,"23,2","41,8",8.6,124.4,0.0,
3284016870,"11 apr 2020, 12:29:17",Middagrit,Fietsrit,7026,"38,17",182.0,"19,6","42,1",351.5,141.8,0.0,
3276584294,"9 apr 2020, 17:33:43",Eerste 18km met Michiel,Fietsrit,7168,"45,07",199.0,"22,6","48,2",403.4,167.3,0.0,
3271358184,"8 apr 2020, 16:12:13",Middagrit met Lore 🚴🏻‍♀️🚴🏼‍♂️,Fietsrit,3837,"21,82",192.0,"20,5","34,2",214.0,149.2,0.0,
3258644408,"5 apr 2020, 14:50:31",Met Lore 🚴🏻‍♀️🚴🏼‍♂️,Fietsrit,4420,"24,93",196.0,"20,3","38,5",223.8,155.9,0.0,
3257654567,"5 apr 2020, 12:23:38",Met Lore 🚴🏻‍♀️🚴🏼‍♂️,Fietsrit,2923,"17,02",195.0,"21,0","38,2",143.9,158.7,0.0,
3242451132,"1 apr 2020, 16:26:58",Middagrit,Fietsrit,3053,"19,74",197.0,"23,3","41,0",218.0,171.0,0.0,
3242172226,"1 apr 2020, 15:53:15",Middagrit,Fietsrit,424,"3,26",177.0,"27,7","33,8",3.6,159.8,0.0,
3228352378,"28 mrt 2020, 17:54:56",Middagrit,Fietsrit,647,"3,48",175.0,"19,4","27,0",45.6,143.9,0.0,
3228194677,"28 mrt 2020, 17:20:54",Middagrit,Fietsrit,793,"4,33",160.0,"19,7","30,2",30.6,136.9,0.0,
3227674503,"28 mrt 2020, 14:39:41",Ritje met Lore 🚴🏼‍♂️🚴🏻‍♀️,Fietsrit,4368,"21,33",190.0,"17,6","32,4",216.4,148.2,0.0,
3223218181,"27 mrt 2020, 12:30:39",Middagloop,Hardloopsessie,1669,"4,17",193.0,"9,0","10,8",25.2,172.6,0.0,
3216079868,"25 mrt 2020, 12:26:53",Middagloop,Hardloopsessie,1598,"4,25",194.0,"9,6","11,2",25.8,182.9,0.0,
3191183752,"17 mrt 2020, 15:15:23",Middagloop,Hardloopsessie,1615,"4,24",194.0,"9,4","11,2",28.4,176.7,0.0,
3050973405,"28 jan 2020, 16:58:38",Middagloop,Hardloopsessie,1292,"3,39",190.0,"9,5","11,5",6.2,151.0,0.0,
3041481924,"25 jan 2020, 12:32:47",Middag loop,Hardloopsessie,1829,"4,28",,"8,4","13,7",16.3,,0.0,
3027309468,"19 jan 2020, 12:30:00",Middagloop,Hardloopsessie,1905,"4,78",,"9,0","0,0",0.0,,0.0,
3012762897,"15 jan 2020, 09:56:40",Eerste activiteit na operatie 💨🏃,Hardloopsessie,1632,"4,01",,"8,8","13,0",40.3,,0.0,
3012774063,"15 jan 2020, 09:56:32",Ochtendloop,Hardloopsessie,1610,"3,99",200.0,"8,9","10,4",40.3,188.2,0.0,
3012731223,"15 jan 2020, 09:52:37",Ochtendloop,Hardloopsessie,0,"0,00",76.0,"0,0","0,0",0.0,0.0,0.0,
2684888777,"6 sep 2019, 16:27:55",Middagrit,Fietsrit,2579,"16,13",,"22,5","42,1",7.3,,0.0,
2684257899,"6 sep 2019, 09:02:33",Ochtendrit,Fietsrit,8326,"34,93",,"15,1","77,0",753.9,,0.0,
2545899229,"19 jul 2019, 19:40:15",Avondloop,Hardloopsessie,1784,"4,34",195.0,"8,8","14,4",26.2,168.2,0.0,
2529178840,"13 jul 2019, 13:43:18",💨🚵🏼‍♂️,Fietsrit,13368,"77,48",,"20,9","59,4",856.9,,0.0,
2299417223,"18 apr 2019, 16:36:44",Me Yarni 2,Fietsrit,983,"5,28",,"19,3","37,8",69.9,,0.0,
2299334065,"18 apr 2019, 15:59:19",Met Yarni,Fietsrit,857,"5,29",,"22,2","45,0",50.3,,0.0,
2251417315,"30 mrt 2019, 08:12:46",Parel van het Pajottenland,Fietsrit,15353,"102,15",,"24,0","53,6",805.9,,0.0,
2244620928,"27 mrt 2019, 15:24:04",🚦🚥🚦🚥,Fietsrit,3469,"21,96",,"22,8","45,0",182.0,,0.0,
2243681341,"27 mrt 2019, 05:59:16",Ochtendrit,Fietsrit,3165,"21,15",,"24,1","56,2",134.1,,0.0,
2168932818,"23 feb 2019, 09:39:23",Ochtendrit,Fietsrit,11143,"73,12",,"23,6","51,1",518.2,,0.0,
2162760865,"20 feb 2019, 15:26:40",Middagrit,Fietsrit,6104,"41,09",,"24,2","59,0",297.9,,0.0,
2155410743,"17 feb 2019, 13:38:45",Middagrit,Wandeling,1075,"1,30",,"4,3","6,8",0.0,,0.0,
2155265507,"17 feb 2019, 12:19:46",Gavers,Wandeling,1510,"1,82",,"4,3","7,2",0.0,,0.0,
2153374382,"16 feb 2019, 15:28:25",Middagrit,Fietsrit,6067,"41,58",,"24,7","54,7",308.4,,0.0,
2143245192,"13 feb 2019, 12:01:18",Middagrit,Fietsrit,7088,"43,90",,"22,3","45,4",345.6,,0.0,
2133792869,"9 feb 2019, 09:19:06",Ochtendrit,Fietsrit,6430,"37,89",,"21,2","58,3",205.7,,0.0,
1778492126,"17 aug 2018, 15:00:21",Middagrit,Fietsrit,7871,"51,51",,"23,6","41,8",335.1,,0.0,
1773392145,"15 aug 2018, 09:43:25",Ochtendrit,Fietsrit,7177,"43,82",,"22,0","45,0",359.4,,0.0,
1767097655,"12 aug 2018, 13:30:05",Middagrit,Fietsrit,5976,"39,20",,"23,6","48,6",294.3,,0.0,
1758475224,"8 aug 2018, 15:11:43",Middagrit,Fietsrit,5960,"36,33",,"21,9","45,4",222.7,,0.0,
1747044866,"3 aug 2018, 14:46:55",Middagrit,Fietsrit,6662,"38,22",,"20,7","52,9",422.7,,0.0,
1740492514,"31 jul 2018, 18:22:41",Avondrit,Fietsrit,4400,"27,76",,"22,7","55,1",242.7,,0.0,
1578059682,"17 mei 2018, 15:43:22",💨🚴🏼‍♂️,Fietsrit,7874,"52,52",,"24,0","49,7",433.4,,0.0,
1573882290,"15 mei 2018, 17:07:40",Middagrit,Fietsrit,5380,"35,59",,"23,8","58,7",249.9,,0.0,
1566489067,"12 mei 2018, 09:37:37",Ochtendrit,Fietsrit,7322,"41,39",,"20,4","46,8",340.5,,0.0,
1561668575,"10 mei 2018, 09:37:35",Losrijden,Fietsrit,5654,"33,65",,"21,4","45,0",305.5,,0.0,
1555647603,"7 mei 2018, 13:28:22",☀️☀️☀️,Fietsrit,6278,"42,13",,"24,2","46,4",334.8,,0.0,
1509322510,"15 apr 2018, 09:11:39",Ochtendrit,Fietsrit,5562,"36,25",,"23,5","47,5",305.1,,0.0,
1501664406,"10 apr 2018, 18:32:29",Avondrit,Fietsrit,1999,"11,09",,"20,0","47,5",138.4,,0.0,
1500415575,"10 apr 2018, 15:52:03",Avondrit,Fietsrit,2310,"16,41",,"25,6","47,2",144.5,,0.0,
1494014222,"7 apr 2018, 11:25:17",Middagrit,Fietsrit,3925,"23,78",,"21,8","41,4",168.5,,0.0,
1385013206,"31 jan 2018, 18:59:41",Tacx - Tacx,Fietsrit,2467,"21,35",,"31,2","39,2",0.0,,412.6,
1375850577,"26 jan 2018, 10:39:17",Ochtendrit,Fietsrit,3501,"22,10",,"22,7","40,3",196.4,,0.0,
1363382619,"18 jan 2018, 18:22:25",Tacx - Tacx,Fietsrit,2532,"21,72",,"30,9","37,4",0.0,,408.3,
1362993618,"16 jan 2018, 14:15:14",Tacx - 1e test,Fietsrit,1838,"15,27",,"29,9","35,6",0.0,,276.2,
1131078789,"13 aug 2017, 08:59:47",Ochtendrit,Fietsrit,11090,"70,30",,"22,8","54,0",579.6,,0.0,
1125353533,"9 aug 2017, 17:42:37",Middagrit,Fietsrit,6866,"45,07",,"23,6","55,4",368.8,,0.0,
1108277764,"30 jul 2017, 09:13:07",💨💨🚴🏻,Fietsrit,6534,"43,01",,"23,7","43,9",315.9,,0.0,
1074695607,"9 jul 2017, 09:38:55",Ochtendrit,Fietsrit,6924,"45,32",,"23,6","45,7",279.3,,0.0,
1045853162,"20 jun 2017, 17:13:18",Veel te warm ☄️,Fietsrit,4487,"30,76",,"24,7","50,0",310.1,,0.0,
1045750062,"20 jun 2017, 17:10:32",Middagrit,Fietsrit,0,"0,02",,"0,0","2,5",0.0,,0.0,
